"us" "led" "dir" "war2" "warcri" "warcase" "scmedian" "lctdir" "analu" "value" "term" "nyt" "rally2" "crisis" "sgwin" "uswin" "bef75" "scm" "scm2"
"390/0365" "019/1238" 1 1 1 0  0.750 0 0 2 1967 0 0 0  1 NA 1 1.250 1.562500
"390/0377" "019/1247" 1 1 1 0  0.750 0 0 1 1967 0 0 0 NA NA 1 1.250 1.562500
"390/0468" "020/0039" 1 1 1 0  0.750 0 0 2 1967 0 0 0 NA  0 1 1.250 1.562500
"390/0474" "020/0045" 1 1 1 0  0.750 0 0 2 1967 1 0 0  1 NA 1 1.250 1.562500
"390/0530" "020/0087" 1 1 1 0  0.750 0 0 6 1967 0 0 0 NA  0 1 1.250 1.562500
"390/0544" "020/0117" 1 1 1 0  0.750 0 0 6 1967 0 0 0 NA NA 1 1.250 1.562500
"390/0563" "020/0132" 1 1 1 0  0.750 0 0 2 1967 0 0 0 NA  1 1 1.250 1.562500
"390/0570" "020/0138" 1 1 1 0  0.750 0 0 1 1967 1 0 0 NA  1 1 1.250 1.562500
"390/0611" "020/0182" 0 1 1 0  0.750 0 0 3 1967 0 0 0 NA NA 1 1.250 1.562500
"390/0629" "020/0195" 0 1 1 0  0.750 0 0 3 1967 1 0 0 NA NA 1 1.250 1.562500
"390/0676" "020/0225" 1 1 1 0  0.750 0 0 3 1967 1 0 0 NA NA 1 1.250 1.562500
"390/0719" "020/0255" 1 1 1 0  0.750 0 0 1 1967 0 0 0 NA NA 1 1.250 1.562500
"390/0727" "020/0262" 1 1 1 0  0.750 0 0 3 1967 0 1 0 NA NA 1 1.250 1.562500
"391/0001" "020/0381" 1 1 1 0  0.750 0 0 1 1967 0 1 0 NA  0 1 1.250 1.562500
"391/0054" "020/0426" 1 1 1 0  0.750 1 0 1 1967 0 0 0 NA NA 1 1.250 1.562500
"391/0068" "020/0436" 1 1 1 0  0.750 0 0 2 1967 0 0 0 NA NA 1 1.250 1.562500
"391/0073" "020/0441" 1 1 1 0  0.750 0 0 2 1967 0 0 0 NA NA 1 1.250 1.562500
"391/0123" "020/0476" 1 1 1 0  0.750 0 0 1 1967 0 0 0 NA  0 1 1.250 1.562500
"391/0145" "020/0491" 1 1 1 0  0.750 0 0 1 1967 1 0 0 NA NA 1 1.250 1.562500
"391/0194" "020/0522" 1 1 1 0  0.750 0 0 1 1967 0 0 0 NA NA 1 1.250 1.562500
"391/0216" "020/0538" 0 1 1 0  0.750 0 0 1 1967 0 0 0 NA NA 1 1.250 1.562500
"391/0234" "020/0554" 1 1 1 0  0.750 0 0 1 1967 0 0 0 NA NA 1 1.250 1.562500
"391/0308" "020/0603" 1 1 1 0  0.750 0 0 3 1967 0 0 0  1 NA 1 1.250 1.562500
"391/0367" "020/0672" 0 1 1 2  0.750 1 0 3 1967 1 0 0 NA  1 1 1.250 1.562500
"391/0392" "020/0689" 0 1 1 0  0.750 0 0 2 1967 0 0 0  0 NA 1 1.250 1.562500
"391/0404" "020/0697" 0 1 1 0  0.750 0 0 2 1967 0 1 0 NA  1 1 1.250 1.562500
"391/0430" "020/0716" 1 1 1 0  0.750 0 0 2 1967 1 1 0 NA NA 1 1.250 1.562500
"391/0443" "020/0727" 1 1 1 0  0.750 0 0 2 1967 1 1 0 NA NA 1 1.250 1.562500
"391/0450" "020/0733" 1 1 1 0  0.750 0 0 2 1967 1 1 0 NA NA 1 1.250 1.562500
"391/0510" "020/0776" 1 1 1 0  0.750 0 0 1 1967 1 1 0 NA NA 1 1.250 1.562500
"391/0543" "020/0797" 1 1 1 0  0.750 0 0 1 1967 0 1 0 NA NA 1 1.250 1.562500
"391/0563" "020/0811" 1 1 1 0  0.750 0 0 3 1967 0 0 0 NA NA 1 1.250 1.562500
"391/0585" "020/0828" 1 1 1 0  0.750 0 0 1 1967 0 1 0 NA  0 1 1.250 1.562500
"392/0001" "020/0889" 0 1 1 0  0.750 0 0 1 1967 1 0 0  1 NA 1 1.250 1.562500
"392/0040" "020/0917" 1 1 1 0  0.750 0 0 1 1967 1 0 0 NA NA 1 1.250 1.562500
"392/0206" "020/1037" 0 1 1 0  0.750 0 0 2 1967 0 1 0 NA  1 1 1.250 1.562500
"392/0219" "020/1047" 1 1 1 0  0.750 0 0 1 1967 0 1 0 NA  0 1 1.250 1.562500
"392/0236" "020/1060" 0 1 1 0  0.750 0 0 3 1967 1 1 0  1 NA 1 1.250 1.562500
"392/0273" "020/1082" 1 1 1 0  0.750 0 0 1 1967 0 1 0 NA NA 1 1.250 1.562500
"392/0280" "020/1089" 1 1 1 0  0.750 0 0 1 1967 1 1 0 NA NA 1 1.250 1.562500
"392/0286" "020/1094" 0 1 1 0  0.750 0 0 1 1967 0 1 0 NA NA 1 1.250 1.562500
"392/0309" "020/1118" 1 1 1 0  0.750 1 0 2 1967 0 1 0 NA NA 1 1.250 1.562500
"392/0364" "020/1154" 1 1 1 0  0.750 1 0 1 1967 0 1 0 NA NA 1 1.250 1.562500
"392/0378" "020/1166" 1 1 1 0  0.750 0 0 1 1967 0 1 0 NA NA 1 1.250 1.562500
"392/0409" "020/1189" 1 1 1 0  0.750 0 0 2 1967 1 1 0  1 NA 1 1.250 1.562500
"392/0514" "020/1254" 0 1 1 0  0.750 0 0 1 1967 1 0 0 NA NA 1 1.250 1.562500
"393/0023" "021/0024" 1 1 1 0  0.750 0 0 2 1968 1 0 0 NA NA 1 1.250 1.562500
"393/0097" "021/0228" 1 1 1 0  0.750 0 0 3 1968 1 0 0 NA NA 1 1.250 1.562500
"393/0175" "021/0325" 1 1 1 0  0.750 0 0 3 1968 1 0 0 NA NA 1 1.250 1.562500
"393/0233" "021/0402" 1 1 1 2  0.750 0 0 2 1968 1 0 0 NA  0 1 1.250 1.562500
"393/0268" "021/0474" 1 1 1 0  0.750 0 0 4 1968 0 0 0 NA NA 1 1.250 1.562500
"393/0286" "021/0487" 0 1 1 0  0.750 1 0 1 1968 0 0 0 NA  1 1 1.250 1.562500
"393/0348" "021/0537" 0 1 1 0  0.750 1 0 2 1968 0 0 0 NA  1 1 1.250 1.562500
"393/0367" "021/0601" 1 1 1 0  0.750 0 0 2 1968 0 0 0 NA NA 1 1.250 1.562500
"393/0374" "021/0607" 1 1 1 0  0.750 0 0 1 1968 0 0 0 NA NA 1 1.250 1.562500
"393/0385" "021/0616" 1 1 1 0  0.750 0 0 2 1968 0 0 0  1 NA 1 1.250 1.562500
"393/0410" "021/0637" 1 1 1 0  0.750 0 0 1 1968 0 0 0 NA  0 1 1.250 1.562500
"393/0440" "021/0658" 1 1 1 0  0.750 0 0 3 1968 1 0 0 NA NA 1 1.250 1.562500
"393/0483" "021/0718" 1 1 1 0  0.750 0 0 2 1968 0 0 0 NA NA 1 1.250 1.562500
"393/0503" "021/0731" 1 1 1 2  0.750 0 0 3 1968 1 0 0 NA NA 1 1.250 1.562500
"393/0544" "022/0001" 1 1 1 0  0.750 0 0 2 1968 0 0 0 NA NA 1 1.250 1.562500
"394/0111" "022/0134" 1 1 1 0  0.750 0 0 3 1968 1 0 0 NA NA 1 1.250 1.562500
"394/0147" "022/0162" 1 1 1 0  0.750 0 0 3 1968 1 0 0 NA NA 1 1.250 1.562500
"394/0165" "022/0176" 1 1 1 0  0.750 0 0 1 1968 1 0 0 NA  0 1 1.250 1.562500
"394/0217" "022/0227" 1 1 1 0  0.750 0 0 1 1968 0 0 0 NA  0 1 1.250 1.562500
"394/0244" "022/0248" 0 1 1 0  0.750 0 0 1 1968 0 0 0 NA  1 1 1.250 1.562500
"394/0280" "022/0274" 0 1 1 0  0.750 0 0 1 1968 0 0 0 NA NA 1 1.250 1.562500
"394/0286" "022/0281" 1 1 1 0  0.750 0 0 1 1968 0 0 0  0  1 1 1.250 1.562500
"394/0324" "022/0311" 1 1 1 0  0.750 0 0 1 1968 1 0 0 NA NA 1 1.250 1.562500
"394/0358" "022/0336" 1 1 1 0  0.750 0 0 2 1968 0 0 0  1 NA 1 1.250 1.562500
"394/0440" "022/0402" 1 1 1 0  0.750 0 0 1 1968 0 0 0 NA NA 1 1.250 1.562500
"394/0459" "022/0418" 1 1 1 0  0.750 0 0 1 1968 0 0 0 NA  0 1 1.250 1.562500
"394/0478" "022/0433" 0 1 1 0  0.750 1 0 1 1968 0 0 0 NA NA 1 1.250 1.562500
"394/0489" "022/0442" 0 1 1 0  0.750 0 0 1 1968 0 0 0 NA  1 1 1.250 1.562500
"394/0526" "022/0519" 1 1 1 0  0.750 1 0 2 1968 0 0 0 NA NA 1 1.250 1.562500
"394/0542" "022/0535" 1 1 1 0  0.750 0 0 2 1968 1 0 0 NA NA 1 1.250 1.562500
"394/0557" "022/0542" 1 1 1 0  0.750 0 0 3 1968 1 0 0 NA NA 1 1.250 1.562500
"394/0576" "022/0572" 1 1 1 0  0.750 0 0 3 1968 0 0 0 NA NA 1 1.250 1.562500
"394/0618" "022/0600" 1 1 1 0  0.750 1 0 2 1968 1 0 0 NA NA 1 1.250 1.562500
"394/0721" "022/0676" 1 1 1 0  0.750 0 0 1 1968 0 0 0 NA NA 1 1.250 1.562500
"394/0731" "022/0684" 0 1 1 0  0.750 0 0 1 1968 0 0 0 NA NA 1 1.250 1.562500
"394/0802" "022/0739" 0 1 1 0  0.750 0 0 2 1968 0 0 0 NA NA 1 1.250 1.562500
"394/0814" "023/0001" 1 1 1 0  0.750 0 0 2 1968 0 0 0 NA NA 1 1.250 1.562500
"395/0006" "023/0057" 1 1 1 0  0.750 0 0 1 1968 1 0 0 NA  0 1 1.250 1.562500
"395/0057" "023/0094" 1 1 1 0  0.750 1 0 1 1968 0 0 0 NA  0 1 1.250 1.562500
"395/0062" "023/0101" 0 1 1 0  0.750 1 0 2 1968 0 0 0 NA  1 1 1.250 1.562500
"395/0085" "023/0117" 1 1 1 0  0.750 1 0 4 1968 0 0 0 NA  1 1 1.250 1.562500
"395/0100" "023/0129" 1 1 1 0  0.750 0 0 4 1968 0 0 0 NA NA 1 1.250 1.562500
"395/0147" "023/0162" 0 1 1 0  0.750 0 0 1 1968 0 0 0 NA  1 1 1.250 1.562500
"395/0185" "023/0194" 1 1 1 2  0.750 0 0 2 1968 0 0 0 NA  0 1 1.250 1.562500
"395/0213" "023/0253" 0 1 1 0  0.750 0 0 1 1968 0 0 0 NA NA 1 1.250 1.562500
"395/0225" "023/0263" 1 1 1 0  0.750 0 0 2 1968 1 0 0 NA  1 1 1.250 1.562500
"395/0238" "023/0274" 1 1 1 0  0.750 0 0 1 1968 0 0 0 NA NA 1 1.250 1.562500
"395/0250" "023/0284" 0 1 1 0  0.750 0 0 1 1968 0 0 0 NA NA 1 1.250 1.562500
"395/0258" "023/0291" 1 1 1 0  0.750 0 0 2 1968 1 0 0 NA  0 1 1.250 1.562500
"395/0285" "023/0309" 1 1 1 0  0.750 1 0 2 1968 1 0 0 NA  1 1 1.250 1.562500
"395/0298" "023/0318" 1 1 1 0  0.750 0 0 2 1968 1 0 0 NA NA 1 1.250 1.562500
"395/0327" "023/0340" 1 1 1 0  0.750 0 0 1 1968 0 0 0 NA  0 1 1.250 1.562500
"395/0337" "023/0349" 1 1 1 0  0.750 0 0 2 1968 1 0 0 NA NA 1 1.250 1.562500
"395/0367" "023/0371" 1 1 1 0  0.750 1 0 3 1968 1 0 0 NA  1 1 1.250 1.562500
"395/0621" "023/0583" 1 1 1 0  0.750 0 0 2 1968 1 0 0 NA NA 1 1.250 1.562500
"395/0711" "023/0656" 1 1 1 0  0.750 1 0 1 1968 1 0 0 NA NA 1 1.250 1.562500
"395/0752" "023/0685" 1 1 1 0  0.750 0 0 1 1968 1 0 0 NA NA 1 1.250 1.562500
"395/0784" "023/0707" 1 1 1 0  0.750 0 0 1 1968 1 0 0 NA NA 1 1.250 1.562500
"396/0064" "024/0264" 0 1 1 0  0.625 0 0 3 1969 0 0 0 NA  1 1 1.125 1.265625
"396/0077" "024/0275" 0 1 1 0  0.625 1 0 1 1969 0 0 0 NA  1 1 1.125 1.265625
"396/0087" "024/0283" 0 1 1 0  0.625 0 0 1 1969 0 0 0 NA  1 1 1.125 1.265625
"396/0229" "024/0386" 1 1 1 0  0.625 0 0 2 1969 0 0 0  1 NA 1 1.125 1.265625
"396/0282" "024/0470" 1 1 1 0  0.625 0 0 2 1969 0 1 0 NA NA 1 1.125 1.265625
"396/0295" "024/0532" 1 1 1 2  0.625 0 0 2 1969 1 1 0 NA  0 1 1.125 1.265625
"396/0320" "024/0549" 0 1 1 0  0.625 0 0 2 1969 0 0 0 NA NA 1 1.125 1.265625
"396/0346" "024/0567" 1 1 1 0  0.625 0 0 2 1969 0 0 0 NA NA 1 1.125 1.265625
"396/0375" "024/0593" 1 1 1 0  0.625 0 0 6 1969 0 1 0 NA NA 1 1.125 1.265625
"396/0398" "024/0610" 0 1 1 0  0.625 1 0 4 1969 0 0 0 NA NA 1 1.125 1.265625
"396/0435" "024/0634" 0 1 1 0  0.625 0 0 2 1969 1 1 0  0 NA 1 1.125 1.265625
"396/0460" "024/0653" 1 1 1 2  0.625 0 0 2 1969 1 1 0 NA  0 1 1.125 1.265625
"396/0531" "024/0729" 1 1 1 0  0.625 0 0 1 1969 0 1 0 NA NA 1 1.125 1.265625
"397/0001" "025/0001" 0 1 1 0  0.625 1 0 1 1969 0 1 0 NA  1 1 1.125 1.265625
"397/0014" "025/0012" 0 1 1 0  0.625 1 0 1 1969 0 1 0 NA  1 1 1.125 1.265625
"397/0050" "025/0045" 1 1 1 0  0.625 0 0 2 1969 1 1 0  1 NA 1 1.125 1.265625
"397/0072" "025/0060" 1 1 1 0  0.625 0 0 1 1969 0 1 0 NA  0 1 1.125 1.265625
"397/0112" "025/0156" 1 1 1 2  0.625 0 0 2 1969 1 1 0 NA  0 1 1.125 1.265625
"397/0249" "025/0282" 0 1 1 0  0.625 1 0 1 1969 0 0 0 NA  1 1 1.125 1.265625
"397/0254" "025/0287" 1 1 1 0  0.625 1 0 2 1969 0 0 0  1 NA 1 1.125 1.265625
"397/0280" "025/0307" 1 1 1 0  0.625 0 0 2 1969 1 0 0  0 NA 1 1.125 1.265625
"397/0337" "025/0353" 0 1 1 0  0.625 1 0 1 1969 1 0 0 NA NA 1 1.125 1.265625
"397/0358" "025/0368" 1 1 1 0  0.625 0 0 2 1969 0 1 0 NA NA 1 1.125 1.265625
"397/0387" "025/0435" 1 1 1 0  0.625 0 0 1 1969 0 1 0 NA NA 1 1.125 1.265625
"397/0397" "025/0442" 1 1 1 0  0.625 0 0 2 1969 1 1 0  0 NA 1 1.125 1.265625
"397/0436" "025/0469" 1 1 1 0  0.625 0 0 1 1969 0 1 0 NA NA 1 1.125 1.265625
"397/0471" "025/0491" 0 1 1 0  0.625 1 0 2 1969 1 1 0 NA NA 1 1.125 1.265625
"397/0552" "025/0561" 0 1 1 0  0.625 1 0 2 1969 0 0 0  1 NA 1 1.125 1.265625
"397/0564" "025/0570" 1 1 1 2  0.625 0 0 3 1969 0 0 0 NA NA 1 1.125 1.265625
"397/0620" "025/0615" 1 1 1 0  0.625 0 0 2 1969 0 0 0  1 NA 1 1.125 1.265625
"397/0664" "025/0697" 0 1 1 0  0.625 0 0 3 1969 1 0 0 NA NA 1 1.125 1.265625
"397/0728" "025/0736" 0 1 1 0  0.625 0 0 3 1969 0 0 0 NA  1 1 1.125 1.265625
"397/0742" "025/0747" 0 1 1 0  0.625 0 0 1 1969 0 0 0 NA  1 1 1.125 1.265625
"397/0759" "025/0763" 0 1 1 0  0.625 1 0 1 1969 0 0 0 NA NA 1 1.125 1.265625
"397/0790" "025/0785" 0 1 1 0  0.625 0 0 1 1969 0 0 0 NA NA 1 1.125 1.265625
"398/0006" "026/0006" 1 1 1 0  0.625 0 0 3 1969 0 0 0 NA NA 1 1.125 1.265625
"398/0030" "026/0026" 1 1 1 0  0.625 0 0 1 1969 0 0 0 NA NA 1 1.125 1.265625
"398/0058" "026/0044" 1 1 1 2  0.625 0 0 3 1969 1 0 0 NA  0 1 1.125 1.265625
"398/0144" "026/0142" 0 1 1 0  0.625 1 0 2 1969 0 0 0 NA NA 1 1.125 1.265625
"398/0323" "026/0300" 1 1 1 0  0.625 0 0 1 1969 0 0 0 NA NA 1 1.125 1.265625
"398/0333" "026/0308" 1 1 1 2  0.625 0 0 3 1969 1 0 0 NA  0 1 1.125 1.265625
"398/0410" "026/0362" 1 1 1 2  0.625 0 0 3 1969 0 0 0 NA  0 1 1.125 1.265625
"398/0419" "026/0370" 1 1 1 0  0.625 1 0 2 1969 0 0 0  1 NA 1 1.125 1.265625
"399/0001" "026/0387" 1 1 1 0  0.625 0 0 1 1969 1 0 0 NA NA 1 1.125 1.265625
"399/0030" "026/0409" 1 1 1 0  0.625 0 0 1 1969 1 0 0 NA NA 1 1.125 1.265625
"399/0042" "026/0419" 0 1 1 0  0.625 0 0 1 1969 1 0 0 NA NA 1 1.125 1.265625
"399/0066" "026/0437" 1 1 1 0  0.625 0 0 1 1969 1 0 0 NA NA 1 1.125 1.265625
"399/0078" "026/0446" 0 1 1 0  0.625 0 0 1 1969 1 0 0 NA NA 1 1.125 1.265625
"399/0149" "026/0489" 0 1 1 0  0.625 1 0 1 1969 0 0 0  1 NA 1 1.125 1.265625
"399/0204" "026/0523" 1 1 1 0  0.625 1 0 2 1969 0 0 0 NA NA 1 1.125 1.265625
"399/0224" "026/0578" 1 1 1 0  0.625 1 0 1 1969 0 0 0 NA NA 1 1.125 1.265625
"399/0235" "026/0586" 1 1 1 0  0.625 0 0 2 1969 0 0 0 NA NA 1 1.125 1.265625
"399/0267" "026/0608" 1 1 1 2  0.625 1 0 3 1969 1 0 0 NA  0 1 1.125 1.265625
"400/0025" "027/0162" 0 1 1 0  0.500 1 0 1 1970 0 0 0 NA NA 1 1.000 1.000000
"400/0074" "027/0213" 0 1 1 0  0.500 1 0 1 1970 1 0 0  1 NA 1 1.000 1.000000
"400/0309" "027/0408" 0 1 1 0  0.500 1 0 1 1970 1 0 0 NA NA 1 1.000 1.000000
"400/0379" "027/0476" 1 1 1 0  0.500 0 0 2 1970 0 0 0 NA NA 1 1.000 1.000000
"400/0410" "027/0498" 1 1 1 0  0.500 1 0 3 1970 0 0 0 NA  0 1 1.000 1.000000
"400/0433" "027/0515" 1 1 1 0  0.500 1 0 4 1970 0 0 0 NA NA 1 1.000 1.000000
"400/0446" "027/0524" 0 1 1 0  0.500 1 0 1 1970 0 0 0 NA NA 1 1.000 1.000000
"400/0455" "027/0532" 1 1 1 0  0.500 0 0 1 1970 1 0 0 NA NA 1 1.000 1.000000
"400/0470" "027/0543" 1 1 1 0  0.500 1 0 1 1970 0 0 0 NA  0 1 1.000 1.000000
"400/0505" "027/0571" 1 1 1 0  0.500 0 0 4 1970 0 0 0 NA NA 1 1.000 1.000000
"401/0001" "027/0639" 1 1 1 0  0.500 0 0 3 1970 0 0 0 NA NA 1 1.000 1.000000
"401/0023" "027/0657" 1 1 1 0  0.500 0 0 3 1970 0 0 0 NA NA 1 1.000 1.000000
"401/0154" "027/0749" 0 1 1 0  0.500 0 0 3 1970 0 0 0 NA NA 1 1.000 1.000000
"401/0222" "028/0001" 0 1 1 0  0.500 0 0 1 1970 1 0 0 NA NA 1 1.000 1.000000
"401/0254" "028/0026" 0 1 1 2  0.500 1 0 3 1970 0 0 0 NA  1 1 1.000 1.000000
"401/0265" "028/0035" 0 1 1 0  0.500 0 0 3 1970 0 0 0 NA NA 1 1.000 1.000000
"401/0279" "028/0045" 1 1 1 0  0.500 0 0 3 1970 0 0 0 NA NA 1 1.000 1.000000
"401/0295" "028/0057" 0 1 1 0  0.500 1 0 3 1970 0 0 0 NA NA 1 1.000 1.000000
"401/0355" "028/0102" 0 1 1 0  0.500 0 0 2 1970 0 0 0 NA  1 1 1.000 1.000000
"401/0371" "028/0113" 1 1 1 0  0.500 0 0 2 1970 1 0 0 NA NA 1 1.000 1.000000
"401/0395" "028/0130" 1 1 1 0  0.500 0 0 2 1970 1 0 0 NA NA 1 1.000 1.000000
"401/0424" "028/0158" 1 1 1 0  0.500 0 0 2 1970 1 0 0  1 NA 1 1.000 1.000000
"401/0437" "028/0168" 0 1 1 2  0.500 0 0 3 1970 1 0 0 NA  1 1 1.000 1.000000
"401/0487" "028/0251" 0 1 1 0  0.500 0 0 1 1970 0 0 0 NA  1 1 1.000 1.000000
"401/0532" "028/0288" 0 1 1 0  0.500 0 0 2 1970 0 0 0 NA NA 1 1.000 1.000000
"401/0560" "028/0306" 1 1 1 0  0.500 0 0 1 1970 0 0 0 NA NA 1 1.000 1.000000
"401/0576" "028/0339" 1 1 1 0  0.500 0 0 6 1970 0 0 0 NA NA 1 1.000 1.000000
"401/0601" "028/0356" 0 1 1 0  0.500 1 0 1 1970 1 0 0 NA  1 1 1.000 1.000000
"401/0646" "028/0388" 0 1 1 0  0.500 0 0 1 1970 0 0 0 NA  1 1 1.000 1.000000
"401/0667" "028/0404" 0 1 1 0  0.500 0 0 1 1970 0 0 0 NA  1 1 1.000 1.000000
"401/0715" "028/0434" 1 1 1 0  0.500 1 0 1 1970 0 0 0 NA  0 1 1.000 1.000000
"401/0745" "028/0453" 0 1 1 0  0.500 1 0 1 1970 0 0 0 NA  1 1 1.000 1.000000
"401/0797" "028/0484" 0 1 1 0  0.500 0 0 1 1970 0 0 0 NA NA 1 1.000 1.000000
"401/0808" "028/0493" 1 1 1 0  0.500 0 0 1 1970 0 0 0 NA  0 1 1.000 1.000000
"401/0815" "028/0499" 0 1 1 0  0.500 1 0 2 1970 0 0 0 NA  1 1 1.000 1.000000
"402/0001" "028/0554" 1 1 1 0  0.500 1 0 2 1970 1 0 0  0 NA 1 1.000 1.000000
"402/0033" "028/0577" 1 1 1 0  0.500 0 0 2 1970 0 0 0 NA NA 1 1.000 1.000000
"402/0039" "028/0582" 1 1 1 0  0.500 0 0 2 1970 0 0 0 NA NA 1 1.000 1.000000
"402/0043" "028/0586" 1 1 1 0  0.500 1 0 2 1970 0 0 0 NA NA 1 1.000 1.000000
"402/0049" "028/0592" 0 1 1 0  0.500 1 0 2 1970 0 0 0 NA  1 1 1.000 1.000000
"402/0062" "028/0601" 0 1 1 0  0.500 1 0 5 1970 1 0 0 NA  1 1 1.000 1.000000
"402/0099" "028/0625" 0 1 1 2  0.500 0 0 3 1970 0 0 0 NA  1 1 1.000 1.000000
"402/0121" "028/0666" 1 1 1 0  0.500 1 0 2 1970 0 0 0  0 NA 1 1.000 1.000000
"402/0137" "028/0678" 0 1 1 0  0.500 1 0 2 1970 1 0 0  0 NA 1 1.000 1.000000
"402/0159" "028/0695" 0 1 1 0  0.500 1 0 2 1970 0 0 0 NA  1 1 1.000 1.000000
"402/0183" "028/0711" 0 1 1 0  0.500 0 0 1 1970 1 0 0  1 NA 1 1.000 1.000000
"402/0351" "028/0813" 0 1 1 0  0.500 1 0 3 1970 0 0 0 NA  1 1 1.000 1.000000
"402/0363" "028/0822" 0 1 1 0  0.500 1 0 3 1970 0 0 0 NA  1 1 1.000 1.000000
"402/0415" "029/0001" 1 1 1 0  0.500 0 0 3 1970 0 0 0 NA NA 1 1.000 1.000000
"402/0424" "029/0009" 0 1 1 0  0.500 1 0 1 1970 0 0 0 NA NA 1 1.000 1.000000
"402/0479" "029/0047" 0 1 1 2  0.500 0 0 3 1970 0 0 0 NA  1 1 1.000 1.000000
"402/0509" "029/0068" 1 1 1 2  0.500 0 0 2 1970 0 0 0 NA  0 1 1.000 1.000000
"402/0535" "029/0090" 1 1 1 0  0.500 0 0 4 1970 0 0 0 NA NA 1 1.000 1.000000
"402/0611" "029/0214" 1 1 1 0  0.500 0 0 3 1970 1 0 0 NA NA 1 1.000 1.000000
"402/0622" "029/0222" 0 1 1 0  0.500 1 0 1 1970 0 0 0 NA NA 1 1.000 1.000000
"403/0001" "029/0273" 0 1 1 0  0.500 1 0 2 1970 0 0 0 NA NA 1 1.000 1.000000
"403/0015" "029/0284" 1 1 1 2  0.500 0 0 3 1970 0 0 0 NA NA 1 1.000 1.000000
"403/0029" "029/0296" 1 1 1 0  0.500 1 0 3 1970 1 0 0 NA NA 1 1.000 1.000000
"403/0088" "029/0338" 1 1 1 0  0.500 0 0 2 1970 0 0 0  1 NA 1 1.000 1.000000
"403/0108" "029/0352" 0 1 1 0  0.500 0 0 2 1970 0 0 0 NA NA 1 1.000 1.000000
"403/0124" "029/0363" 0 1 1 0  0.500 1 0 2 1970 1 0 0 NA NA 1 1.000 1.000000
"403/0182" "029/0399" 0 1 1 0  0.500 0 0 2 1970 1 0 0 NA NA 1 1.000 1.000000
"403/0217" "029/0438" 0 1 1 0  0.500 0 0 2 1970 1 0 0  0 NA 1 1.000 1.000000
"403/0365" "029/0534" 1 1 1 0  0.500 1 0 2 1970 0 0 0 NA NA 1 1.000 1.000000
"403/0431" "029/0554" 0 1 1 0  0.500 0 0 2 1970 0 0 0 NA NA 1 1.000 1.000000
"403/0443" "029/0564" 1 1 1 0  0.500 0 0 1 1970 0 0 0 NA NA 1 1.000 1.000000
"403/0528" "029/0647" 0 1 1 0  0.500 0 0 2 1970 1 0 0 NA NA 1 1.000 1.000000
"403/0573" "029/0723" 0 1 1 0  0.500 1 0 1 1970 0 0 0 NA  1 1 1.000 1.000000
"403/0602" "029/0745" 1 1 1 0  0.500 0 0 3 1970 1 0 0  0 NA 1 1.000 1.000000
"403/0672" "029/0790" 0 1 1 0  0.500 1 0 3 1970 1 0 0 NA  0 1 1.000 1.000000
"404/0071" "030/0225" 1 1 1 0  0.460 0 0 2 1971 1 0 0 NA NA 1 0.960 0.921600
"404/0078" "030/0231" 0 1 1 0  0.460 1 0 2 1971 0 0 0 NA  1 1 0.960 0.921600
"404/0189" "030/0372" 1 1 1 0  0.460 0 0 2 1971 0 0 0 NA NA 1 0.960 0.921600
"404/0226" "030/0400" 0 1 1 0  0.460 0 0 2 1971 0 0 0 NA NA 1 0.960 0.921600
"404/0257" "030/0427" 0 1 1 0  0.460 0 0 1 1971 0 0 0 NA NA 1 0.960 0.921600
"404/0270" "030/0438" 0 1 1 0  0.460 1 0 1 1971 0 0 0 NA NA 1 0.960 0.921600
"404/0282" "030/0448" 1 1 1 0  0.460 0 0 2 1971 0 0 0  0 NA 1 0.960 0.921600
"404/0293" "030/0457" 1 1 1 0  0.460 1 0 1 1971 0 0 0 NA  0 1 0.960 0.921600
"404/0307" "030/0468" 0 1 1 0  0.460 1 0 1 1971 0 0 0 NA  1 1 0.960 0.921600
"404/0336" "030/0488" 1 1 1 0  0.460 1 0 1 1971 0 0 0 NA  0 1 0.960 0.921600
"404/0357" "030/0502" 0 1 1 0  0.460 0 0 2 1971 0 0 0 NA NA 1 0.960 0.921600
"404/0443" "030/0592" 1 1 1 0  0.460 1 0 1 1971 0 0 0 NA  0 1 0.960 0.921600
"404/0477" "030/0618" 0 1 1 0  0.460 0 0 1 1971 1 0 0 NA NA 1 0.960 0.921600
"404/0496" "030/0632" 1 1 1 0  0.460 0 0 4 1971 0 0 0 NA NA 1 0.960 0.921600
"404/0522" "030/0679" 1 1 1 0  0.460 0 0 2 1971 0 0 0 NA NA 1 0.960 0.921600
"405/0015" "031/0001" 0 1 1 0  0.460 1 0 2 1971 1 0 0 NA NA 1 0.960 0.921600
"405/0034" "031/0017" 1 1 1 2  0.460 0 0 3 1971 0 0 0 NA  0 1 0.960 0.921600
"405/0056" "031/0036" 0 1 1 0  0.460 1 0 2 1971 0 0 0 NA NA 1 0.960 0.921600
"405/0134" "031/0092" 1 1 1 0  0.460 1 0 2 1971 0 0 0 NA NA 1 0.960 0.921600
"405/0150" "031/0104" 1 1 1 0  0.460 0 0 4 1971 0 0 0 NA  0 1 0.960 0.921600
"405/0156" "031/0110" 1 1 1 0  0.460 0 0 4 1971 0 0 0 NA NA 1 0.960 0.921600
