"us" "led" "dir" "war2" "warcri" "warcase" "scmedian" "lctdir" "analu" "value" "term" "nyt" "rally2" "crisis" "sgwin" "uswin" "bef75" "scm" "scm2"
"448/0448" "065/0902" 1 0 1 0 -0.500 1 0 2 1979 1 1 1 NA  1 0 0.000 0.000000
"448/0555" "065/0973" 1 0 1 0 -0.500 0 0 3 1979 1 1 1 NA NA 0 0.000 0.000000
"449/0024" "066/0185" 1 0 1 0 -0.500 1 0 2 1980 0 0 1 NA NA 0 0.000 0.000000
"449/0090" "066/0308" 0 0 1 0 -0.500 1 0 2 1980 0 0 1 NA NA 0 0.000 0.000000
"449/0117" "066/0328" 0 0 1 0 -0.500 1 0 1 1980 1 0 1 NA  1 0 0.000 0.000000
"449/0155" "066/0358" 0 0 1 0 -0.500 1 0 4 1980 0 0 1 NA NA 0 0.000 0.000000
"449/0166" "066/0368" 0 0 1 0 -0.500 1 0 2 1980 0 0 1 NA  1 0 0.000 0.000000
"449/0250" "066/0431" 0 0 1 0 -0.500 1 0 2 1980 0 0 1  0 NA 0 0.000 0.000000
"449/0302" "066/0521" 0 0 1 0 -0.500 0 0 4 1980 0 0 1 NA NA 0 0.000 0.000000
"449/0341" "066/0549" 0 0 1 0 -0.500 0 0 1 1980 0 0 1 NA NA 0 0.000 0.000000
"449/0361" "066/0564" 0 0 1 0 -0.500 1 0 1 1980 0 0 1 NA  1 0 0.000 0.000000
"449/0383" "066/0584" 1 0 1 0 -0.500 0 0 1 1980 0 0 1 NA  0 0 0.000 0.000000
"449/0411" "066/0621" 0 0 1 0 -0.500 1 0 1 1980 0 0 1 NA  1 0 0.000 0.000000
"449/0433" "066/0641" 1 0 1 0 -0.500 1 0 1 1980 0 0 1 NA NA 0 0.000 0.000000
"449/0490" "066/0686" 0 0 1 0 -0.500 0 0 2 1980 1 0 1 NA  1 0 0.000 0.000000
"449/0539" "066/0722" 0 0 1 0 -0.500 1 0 1 1980 0 0 1 NA NA 0 0.000 0.000000
"449/0560" "066/0740" 0 0 1 0 -0.500 0 0 1 1980 1 0 1 NA NA 0 0.000 0.000000
"449/0590" "066/0762" 1 0 1 0 -0.500 0 0 2 1980 0 0 1 NA  1 0 0.000 0.000000
"450/0024" "067/0017" 1 0 1 0 -0.500 0 0 1 1980 0 0 1 NA NA 0 0.000 0.000000
"450/0040" "067/0030" 1 0 1 0 -0.500 0 0 1 1980 0 0 1 NA NA 0 0.000 0.000000
"450/0107" "067/0082" 1 0 1 0 -0.500 0 0 3 1980 0 0 1 NA NA 0 0.000 0.000000
"450/0221" "067/0186" 0 0 1 0 -0.500 1 0 2 1980 0 0 1 NA  1 0 0.000 0.000000
"450/0248" "067/0207" 0 0 1 0 -0.500 1 0 2 1980 0 0 1 NA NA 0 0.000 0.000000
"450/0261" "067/0220" 0 0 1 0 -0.500 0 0 2 1980 0 0 1 NA NA 0 0.000 0.000000
"450/0288" "067/0241" 1 0 1 0 -0.500 0 0 1 1980 0 0 1 NA NA 0 0.000 0.000000
"450/0333" "067/0275" 0 0 1 0 -0.500 0 0 1 1980 0 0 1 NA  1 0 0.000 0.000000
"450/0398" "067/0388" 0 0 1 0 -0.500 0 0 5 1980 1 0 1 NA NA 0 0.000 0.000000
"450/0455" "067/0428" 1 0 1 0 -0.500 1 0 2 1980 0 0 1 NA NA 0 0.000 0.000000
"450/0464" "067/0437" 0 0 1 0 -0.500 0 0 2 1980 0 0 1  1 NA 0 0.000 0.000000
"450/0544" "067/0493" 0 0 1 0 -0.500 1 0 2 1980 0 0 1 NA  0 0 0.000 0.000000
"450/0621" "067/0551" 1 0 1 0 -0.500 1 0 4 1980 0 0 1  1 NA 0 0.000 0.000000
"450/0707" "067/0624" 1 0 1 0 -0.500 0 0 3 1980 0 0 1 NA NA 0 0.000 0.000000
"451/0001" "067/0694" 0 0 1 0 -0.500 1 0 2 1980 1 0 1 NA NA 0 0.000 0.000000
"451/0077" "067/0750" 1 0 1 0 -0.500 1 0 2 1980 0 0 1 NA NA 0 0.000 0.000000
"451/0100" "067/0769" 0 0 1 0 -0.500 1 0 2 1980 0 0 1 NA NA 0 0.000 0.000000
"451/0182" "068/0022" 0 0 1 0 -0.500 0 0 1 1980 0 0 1 NA  1 0 0.000 0.000000
"451/0204" "068/0038" 1 0 1 0 -0.500 0 0 1 1980 1 0 1 NA  0 0 0.000 0.000000
"451/0355" "068/0150" 0 0 0 0 -0.500 1 0 2 1980 0 0 0 NA NA 0 0.000 0.000000
"451/0430" "068/0270" 1 0 1 0 -0.500 0 0 1 1980 0 0 1 NA NA 0 0.000 0.000000
"451/0454" "068/0359" 1 0 1 0 -0.500 1 0 1 1980 1 0 1 NA NA 0 0.000 0.000000
"451/0477" "068/0378" 1 0 1 0 -0.500 0 0 1 1980 1 0 1 NA NA 0 0.000 0.000000
"451/0527" "068/0420" 0 0 0 0 -0.500 1 0 2 1980 0 0 0 NA NA 0 0.000 0.000000
"452/0001" "068/0627" 1 0 1 0 -0.500 0 0 2 1980 0 0 1 NA NA 0 0.000 0.000000
"452/0018" "068/0640" 0 0 0 0 -0.500 0 0 1 1980 0 0 0 NA NA 0 0.000 0.000000
"452/0061" "068/0671" 1 0 0 0 -0.500 0 0 3 1980 0 0 0 NA NA 0 0.000 0.000000
"452/0105" "068/0706" 1 0 1 0 -0.500 1 0 2 1980 0 0 1  1 NA 0 0.000 0.000000
"452/0130" "068/0724" 1 0 0 0 -0.500 1 0 2 1980 0 0 0  1 NA 0 0.000 0.000000
"452/0161" "068/0751" 1 0 0 0 -0.500 1 0 2 1980 1 0 0  1 NA 0 0.000 0.000000
"452/0337" "069/0059" 0 0 0 0 -0.500 1 0 1 1980 1 0 0 NA NA 0 0.000 0.000000
"452/0412" "069/0118" 0 0 0 0 -0.500 1 0 2 1980 0 0 0 NA NA 0 0.000 0.000000
"452/0458" "069/0158" 0 0 0 0 -0.500 1 0 4 1980 0 0 0 NA NA 0 0.000 0.000000
"452/0473" "069/0171" 0 0 0 0 -0.500 0 0 4 1980 0 0 0 NA  1 0 0.000 0.000000
"452/0549" "069/0226" 0 0 0 0 -0.500 0 0 2 1980 0 0 0 NA NA 0 0.000 0.000000
"452/0576" "069/0246" 0 0 0 0 -0.500 1 0 1 1980 0 0 0 NA  1 0 0.000 0.000000
"452/0594" "069/0262" 0 0 0 0 -0.500 1 0 1 1980 0 0 0 NA  1 0 0.000 0.000000
"452/0640" "069/0298" 0 0 0 0 -0.500 1 0 3 1980 0 0 0 NA NA 0 0.000 0.000000
"452/0692" "069/0340" 0 0 0 0 -0.500 1 0 1 1980 0 0 0  1 NA 0 0.000 0.000000
"453/0034" "069/0460" 0 0 0 0 -0.500 1 0 2 1980 0 0 0 NA  1 0 0.000 0.000000
"453/0057" "069/0478" 0 0 0 2 -0.500 1 0 2 1980 1 0 0 NA  1 0 0.000 0.000000
"453/0114" "069/0517" 0 0 0 0 -0.500 1 0 3 1980 0 0 0 NA  1 0 0.000 0.000000
"453/0156" "069/0548" 0 0 0 0 -0.500 1 0 1 1980 0 0 0 NA  1 0 0.000 0.000000
"453/0182" "069/0567" 0 0 1 0 -0.500 0 0 3 1980 0 0 1 NA  1 0 0.000 0.000000
"453/0247" "069/0616" 0 0 0 0 -0.500 1 0 2 1980 0 0 0 NA NA 0 0.000 0.000000
"453/0280" "069/0640" 0 0 1 0 -0.500 1 0 3 1980 1 0 1 NA  1 0 0.000 0.000000
"453/0420" "069/0744" 1 0 0 0 -0.500 0 0 1 1980 0 0 0  0 NA 0 0.000 0.000000
"453/0454" "069/0768" 0 0 0 0 -0.500 1 0 1 1980 0 0 0  1 NA 0 0.000 0.000000
"453/0490" "069/0800" 1 0 0 0 -0.500 0 0 3 1980 0 0 0  0 NA 0 0.000 0.000000
"453/0654" "069/0918" 0 0 0 2 -0.500 0 0 4 1980 1 0 0 NA  1 0 0.000 0.000000
"454/0027" "070/0023" 1 0 0 0 -0.500 0 0 3 1981 0 0 0 NA  1 0 0.000 0.000000
"454/0139" "070/0298" 0 0 0 0 -0.500 1 0 5 1981 0 0 0 NA  1 0 0.000 0.000000
"454/0201" "070/0345" 0 0 0 0 -0.500 1 0 2 1981 0 0 0 NA  1 0 0.000 0.000000
"454/0263" "070/0440" 1 0 0 0 -0.500 1 0 3 1981 0 0 0 NA NA 0 0.000 0.000000
"454/0290" "070/0492" 1 0 0 0 -0.500 0 0 3 1981 0 0 0 NA NA 0 0.000 0.000000
"454/0312" "070/0509" 0 0 0 0 -0.500 1 0 2 1981 0 0 0  0 NA 0 0.000 0.000000
"454/0432" "070/0677" 0 0 0 0 -0.500 1 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"454/0516" "070/0738" 0 0 0 0 -0.500 0 0 4 1981 0 0 0 NA NA 0 0.000 0.000000
"455/0001" "070/0778" 0 0 0 0 -0.500 1 0 1 1981 0 0 0 NA NA 0 0.000 0.000000
"455/0104" "071/0001" 1 0 0 0 -0.500 0 0 1 1981 0 0 0 NA NA 0 0.000 0.000000
"455/0130" "071/0021" 1 0 0 0 -0.500 1 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"455/0191" "071/0064" 1 0 0 0 -0.500 0 0 6 1981 0 0 0 NA NA 0 0.000 0.000000
"455/0209" "071/0078" 0 0 0 0 -0.500 1 0 4 1981 0 0 0 NA NA 0 0.000 0.000000
"455/0252" "071/0127" 0 0 0 0 -0.500 1 0 3 1981 0 0 0 NA  1 0 0.000 0.000000
"455/0265" "071/0137" 1 0 0 0 -0.500 0 0 2 1981 0 0 0  1 NA 0 0.000 0.000000
"455/0283" "071/0152" 0 0 0 0 -0.500 1 0 4 1981 0 0 0 NA NA 0 0.000 0.000000
"455/0345" "071/0199" 0 0 0 0 -0.500 1 0 5 1981 0 0 0 NA  1 0 0.000 0.000000
"455/0385" "071/0234" 1 0 0 0 -0.500 0 0 2 1981 0 0 0  0 NA 0 0.000 0.000000
"455/0422" "071/0265" 1 0 0 0 -0.500 0 0 4 1981 0 0 0 NA NA 0 0.000 0.000000
"455/0445" "071/0325" 1 0 0 0 -0.500 0 0 6 1981 0 0 0 NA NA 0 0.000 0.000000
"455/0489" "071/0362" 0 0 0 0 -0.500 1 0 3 1981 0 0 0 NA NA 0 0.000 0.000000
"455/0509" "071/0379" 0 0 0 0 -0.500 1 0 1 1981 0 0 0  1 NA 0 0.000 0.000000
"455/0577" "071/0432" 1 0 0 0 -0.500 0 0 3 1981 0 0 0 NA  0 0 0.000 0.000000
"455/0642" "071/0522" 0 0 0 0 -0.500 0 0 1 1981 0 0 0 NA  1 0 0.000 0.000000
"455/0745" "071/0599" 1 0 0 0 -0.500 0 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"456/0001" "071/0696" 0 0 0 0 -0.500 1 0 1 1981 1 0 0 NA  1 0 0.000 0.000000
"456/0025" "071/0715" 1 0 0 0 -0.500 0 0 2 1981 0 0 0 NA  1 0 0.000 0.000000
"456/0045" "071/0732" 1 0 0 0 -0.500 0 0 3 1981 0 0 0 NA NA 0 0.000 0.000000
"456/0063" "071/0748" 0 0 0 0 -0.500 1 0 2 1981 1 0 0 NA NA 0 0.000 0.000000
"456/0091" "071/0770" 1 0 0 0 -0.500 0 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"456/0107" "071/0783" 0 0 0 0 -0.500 1 0 1 1981 0 0 0  1 NA 0 0.000 0.000000
"456/0152" "071/0816" 0 0 0 0 -0.500 1 0 1 1981 0 0 0 NA  1 0 0.000 0.000000
"456/0188" "072/0001" 0 0 0 0 -0.500 1 0 4 1981 0 0 0 NA  1 0 0.000 0.000000
"456/0228" "072/0033" 1 0 0 0 -0.500 1 0 3 1981 0 0 0 NA NA 0 0.000 0.000000
"456/0273" "072/0066" 0 0 0 0 -0.500 1 0 2 1981 0 0 0  0 NA 0 0.000 0.000000
"456/0444" "072/0249" 1 0 0 0 -0.500 1 0 4 1981 0 0 0 NA NA 0 0.000 0.000000
"456/0461" "072/0262" 0 0 0 0 -0.500 0 0 2 1981 0 0 0  0 NA 0 0.000 0.000000
"456/0512" "072/0299" 1 0 0 0 -0.500 1 0 2 1981 0 0 0 NA  1 0 0.000 0.000000
"456/0595" "072/0358" 0 0 0 0 -0.500 1 0 5 1981 0 0 0 NA  1 0 0.000 0.000000
"456/0605" "072/0367" 0 0 0 0 -0.500 1 0 1 1981 0 0 0 NA NA 0 0.000 0.000000
"456/0615" "072/0376" 0 0 0 0 -0.500 1 0 5 1981 0 0 0 NA  1 0 0.000 0.000000
"456/0667" "072/0416" 0 0 0 0 -0.500 1 0 1 1981 0 0 0  1 NA 0 0.000 0.000000
"456/0694" "072/0492" 0 0 0 0 -0.500 0 0 4 1981 0 0 0 NA NA 0 0.000 0.000000
"456/0717" "072/0511" 0 0 0 0 -0.500 0 0 6 1981 0 0 0 NA NA 0 0.000 0.000000
"456/0798" "072/0572" 0 0 0 0 -0.500 1 0 1 1981 1 0 0 NA  1 0 0.000 0.000000
"457/0001" "072/0628" 0 0 0 0 -0.500 0 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"457/0031" "072/0652" 0 0 0 0 -0.500 0 0 1 1981 0 0 0  1 NA 0 0.000 0.000000
"457/0055" "072/0672" 1 0 0 0 -0.500 0 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"457/0132" "072/0728" 1 0 0 0 -0.500 1 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"457/0176" "072/0765" 1 0 0 0 -0.500 1 0 2 1981 0 0 0  1 NA 0 0.000 0.000000
"457/0202" "072/0786" 1 0 0 0 -0.500 1 0 2 1981 1 0 0 NA NA 0 0.000 0.000000
"457/0255" "072/0824" 1 0 0 0 -0.500 0 0 2 1981 0 0 0  1 NA 0 0.000 0.000000
"457/0307" "073/0028" 1 0 0 0 -0.500 0 0 4 1981 0 0 0 NA NA 0 0.000 0.000000
"457/0368" "073/0074" 0 0 0 0 -0.500 1 0 1 1981 0 0 0 NA  1 0 0.000 0.000000
"457/0440" "073/0130" 1 0 0 0 -0.500 1 0 2 1981 0 0 0  0 NA 0 0.000 0.000000
"457/0537" "073/0202" 1 0 0 0 -0.500 1 0 1 1981 0 0 0 NA  0 0 0.000 0.000000
"457/0569" "073/0227" 0 0 0 0 -0.500 1 0 2 1981 0 0 0 NA  1 0 0.000 0.000000
"457/0596" "073/0248" 1 0 0 0 -0.500 0 0 3 1981 0 0 0 NA NA 0 0.000 0.000000
"457/0687" "073/0314" 1 0 0 0 -0.500 0 0 1 1981 0 0 0 NA NA 0 0.000 0.000000
"457/0830" "073/0418" 0 0 0 0 -0.500 0 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"457/0853" "073/0435" 1 0 0 0 -0.500 1 0 3 1981 1 0 0 NA NA 0 0.000 0.000000
"457/0922" "073/0482" 1 0 0 0 -0.500 0 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"457/0957" "073/0508" 0 0 0 0 -0.500 1 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"457/0991" "073/0534" 0 0 0 0 -0.500 1 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"458/0001" "073/0563" 1 0 0 0 -0.500 1 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"458/0176" "073/0690" 0 0 0 0 -0.500 1 0 2 1981 1 0 0  0 NA 0 0.000 0.000000
"458/0219" "073/0721" 0 0 0 0 -0.500 1 0 2 1981 0 0 0 NA  0 0 0.000 0.000000
"458/0279" "073/0767" 1 0 0 0 -0.500 0 0 1 1981 0 0 0 NA  0 0 0.000 0.000000
"458/0375" "073/0835" 0 0 0 0 -0.500 1 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"458/0419" "073/0868" 0 0 0 0 -0.500 1 0 4 1981 0 0 0 NA NA 0 0.000 0.000000
"458/0457" "073/0896" 1 0 0 0 -0.500 1 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"458/0502" "073/0928" 0 0 0 0 -0.500 0 0 1 1981 0 0 0 NA NA 0 0.000 0.000000
"458/0527" "073/0948" 0 0 0 0 -0.500 0 0 2 1981 0 0 0  1 NA 0 0.000 0.000000
"458/0613" "073/1012" 1 0 0 0 -0.500 1 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"458/0718" "073/1090" 1 0 0 0 -0.500 1 0 2 1981 0 0 0 NA NA 0 0.000 0.000000
"458/0747" "073/1113" 0 0 0 0 -0.500 1 0 3 1981 1 0 0 NA NA 0 0.000 0.000000
"458/0782" "073/1140" 1 0 0 0 -0.500 0 0 1 1981 0 0 0 NA NA 0 0.000 0.000000
"458/0832" "073/1174" 1 0 0 0 -0.500 0 0 2 1981 0 0 0  1 NA 0 0.000 0.000000
"458/0858" "073/1193" 0 0 0 0 -0.500 1 0 1 1981 0 0 0 NA  1 0 0.000 0.000000
"458/0886" "073/1215" 1 0 0 0 -0.500 0 0 3 1981 1 0 0 NA NA 0 0.000 0.000000
"459/0021" "074/0021" 0 0 0 0 -0.500 1 0 4 1982 0 0 0 NA  1 0 0.000 0.000000
"459/0087" "074/0250" 1 0 0 0 -0.500 1 0 3 1982 0 0 0 NA NA 0 0.000 0.000000
"459/0116" "074/0297" 1 0 0 0 -0.500 1 0 3 1982 0 0 0 NA NA 0 0.000 0.000000
"459/0159" "074/0334" 1 0 0 0 -0.500 1 0 2 1982 0 0 0 NA  1 0 0.000 0.000000
"459/0197" "074/0364" 0 0 0 0 -0.500 1 0 3 1982 0 0 0 NA  1 0 0.000 0.000000
"459/0248" "074/0430" 1 0 0 0 -0.500 1 0 1 1982 0 0 0 NA NA 0 0.000 0.000000
"459/0359" "074/0535" 0 0 0 0 -0.500 1 0 1 1982 0 0 0  1 NA 0 0.000 0.000000
"459/0422" "074/0646" 0 0 0 0 -0.500 1 0 1 1982 0 0 0 NA NA 0 0.000 0.000000
"459/0460" "074/0675" 0 0 0 0 -0.500 1 0 4 1982 0 0 0  1 NA 0 0.000 0.000000
"459/0553" "074/0748" 0 0 0 0 -0.500 1 0 1 1982 0 0 0 NA NA 0 0.000 0.000000
"460/0037" "074/0794" 0 0 0 0 -0.500 1 0 3 1982 0 0 0 NA NA 0 0.000 0.000000
"460/0073" "074/0823" 1 0 0 0 -0.500 1 0 1 1982 0 0 0 NA NA 0 0.000 0.000000
"460/0103" "074/0845" 0 0 0 0 -0.500 1 0 1 1982 0 0 0 NA  1 0 0.000 0.000000
"460/0125" "074/0863" 0 0 0 0 -0.500 1 0 2 1982 0 0 0 NA  0 0 0.000 0.000000
"460/0226" "075/0018" 1 0 0 0 -0.500 0 0 2 1982 0 0 0 NA  1 0 0.000 0.000000
"460/0276" "075/0055" 0 0 0 0 -0.500 1 0 1 1982 0 0 0 NA  1 0 0.000 0.000000
"460/0325" "075/0096" 0 0 0 0 -0.500 0 0 2 1982 0 0 0 NA NA 0 0.000 0.000000
"460/0491" "075/0229" 1 0 0 0 -0.500 1 0 1 1982 0 0 0  0 NA 0 0.000 0.000000
"460/0557" "075/0281" 1 0 0 0 -0.500 1 0 1 1982 0 0 0 NA NA 0 0.000 0.000000
"460/0575" "075/0295" 1 0 0 0 -0.500 0 0 3 1982 0 0 0 NA NA 0 0.000 0.000000
"460/0660" "075/0359" 0 0 0 0 -0.500 0 0 2 1982 0 0 0 NA  1 0 0.000 0.000000
"460/0711" "075/0403" 0 0 0 0 -0.500 1 0 2 1982 0 0 0 NA  1 0 0.000 0.000000
"460/0719" "075/0413" 1 0 0 0 -0.500 1 0 2 1982 0 0 0 NA NA 0 0.000 0.000000
"460/0730" "075/0502" 0 0 0 0 -0.500 1 0 1 1982 0 0 0 NA NA 0 0.000 0.000000
"460/0752" "075/0521" 0 0 0 0 -0.500 1 0 1 1982 0 0 0 NA  1 0 0.000 0.000000
"460/0780" "075/0547" 1 0 0 0 -0.500 0 0 2 1982 0 0 0 NA NA 0 0.000 0.000000
"461/0001" "075/0610" 0 0 0 0 -0.500 1 0 1 1982 0 0 0  1 NA 0 0.000 0.000000
"461/0030" "075/0632" 1 0 0 0 -0.500 1 0 2 1982 0 0 0 NA NA 0 0.000 0.000000
"461/0138" "075/0708" 0 0 0 0 -0.500 1 0 3 1982 0 0 0 NA NA 0 0.000 0.000000
"461/0171" "075/0736" 1 0 0 0 -0.500 1 0 3 1982 0 0 0 NA NA 0 0.000 0.000000
"461/0238" "075/0813" 0 0 0 0 -0.500 1 0 4 1982 0 0 0 NA NA 0 0.000 0.000000
"461/0321" "075/0879" 0 0 0 0 -0.500 0 0 2 1982 0 0 0 NA NA 0 0.000 0.000000
"461/0352" "075/0903" 1 0 0 0 -0.500 1 0 4 1982 0 0 0 NA NA 0 0.000 0.000000
"461/0424" "076/0040" 0 0 0 0 -0.500 1 0 6 1982 0 0 0 NA NA 0 0.000 0.000000
"461/0458" "076/0066" 0 0 0 0 -0.500 1 0 2 1982 0 0 0 NA  1 0 0.000 0.000000
"461/0499" "076/0096" 0 0 0 0 -0.500 1 0 1 1982 0 0 0 NA  1 0 0.000 0.000000
"461/0540" "076/0129" 0 0 0 0 -0.500 1 0 3 1982 1 0 0 NA  1 0 0.000 0.000000
"461/0555" "076/0143" 0 0 0 0 -0.500 1 0 1 1982 0 0 0 NA  1 0 0.000 0.000000
"461/0574" "076/0157" 1 0 0 0 -0.500 1 0 2 1982 1 0 0 NA  1 0 0.000 0.000000
"461/0660" "076/0221" 1 0 0 0 -0.500 0 0 2 1982 0 0 0 NA NA 0 0.000 0.000000
"461/0757" "076/0298" 1 0 0 0 -0.500 1 0 2 1982 0 0 0  0 NA 0 0.000 0.000000
"462/0001" "076/0372" 1 0 0 0 -0.500 0 0 2 1982 0 0 0 NA NA 0 0.000 0.000000
"462/0019" "076/0387" 0 0 0 0 -0.500 1 0 5 1982 0 0 0 NA  1 0 0.000 0.000000
"462/0213" "076/0527" 0 0 0 0 -0.500 1 0 1 1982 0 0 0  1 NA 0 0.000 0.000000
"462/0306" "076/0595" 1 0 0 0 -0.500 1 0 2 1982 0 0 0 NA NA 0 0.000 0.000000
"462/0324" "076/0611" 1 0 0 0 -0.500 1 0 2 1982 0 0 0  1 NA 0 0.000 0.000000
"462/0356" "076/0638" 0 0 0 0 -0.500 0 0 1 1982 0 0 0 NA  1 0 0.000 0.000000
"462/0416" "076/0687" 1 0 0 0 -0.500 1 0 5 1982 1 0 0 NA NA 0 0.000 0.000000
"462/0476" "076/0733" 0 0 0 0 -0.500 1 0 5 1982 1 0 0 NA NA 0 0.000 0.000000
"462/0506" "076/0755" 0 0 0 0 -0.500 0 0 5 1982 1 0 0 NA NA 0 0.000 0.000000
"462/0579" "077/0022" 0 0 0 0 -0.500 1 0 1 1982 0 0 0 NA  1 0 0.000 0.000000
"462/0640" "077/0065" 0 0 0 0 -0.500 1 0 1 1982 0 0 0  1 NA 0 0.000 0.000000
"462/0650" "077/0074" 1 0 0 0 -0.500 1 0 2 1982 0 0 0 NA NA 0 0.000 0.000000
"462/0669" "077/0089" 1 0 0 0 -0.500 1 0 2 1982 0 0 0 NA  1 0 0.000 0.000000
"462/0696" "077/0110" 1 0 0 0 -0.500 1 0 1 1982 0 0 0 NA  0 0 0.000 0.000000
"462/0725" "077/0133" 1 0 0 0 -0.500 1 0 2 1982 1 0 0 NA NA 0 0.000 0.000000
"462/0791" "077/0180" 1 0 0 0 -0.500 0 0 4 1982 0 0 0 NA NA 0 0.000 0.000000
"462/0835" "077/0214" 0 0 0 0 -0.500 0 0 2 1982 0 0 0 NA NA 0 0.000 0.000000
"462/0862" "077/0235" 0 0 0 0 -0.500 1 0 1 1982 0 0 0 NA NA 0 0.000 0.000000
"462/1039" "077/0405" 0 0 0 0 -0.500 1 0 1 1982 0 0 0 NA NA 0 0.000 0.000000
"463/0060" "077/0469" 1 0 0 0 -0.500 1 0 3 1982 0 0 0 NA  0 0 0.000 0.000000
"463/0239" "077/0605" 1 0 0 0 -0.500 0 0 4 1982 0 0 0 NA NA 0 0.000 0.000000
"463/0248" "077/0614" 0 0 0 0 -0.500 0 0 2 1982 0 0 0 NA NA 0 0.000 0.000000
"463/0277" "077/0637" 1 0 0 0 -0.500 1 0 1 1982 1 0 0 NA NA 0 0.000 0.000000
"463/0354" "077/0694" 0 0 0 0 -0.500 0 0 4 1982 0 0 0 NA  1 0 0.000 0.000000
"463/0388" "077/0721" 0 0 0 0 -0.500 0 0 3 1982 1 0 0  1 NA 0 0.000 0.000000
"463/0418" "077/0743" 1 0 0 0 -0.500 1 0 1 1982 0 0 0 NA  0 0 0.000 0.000000
"463/0476" "077/0785" 1 0 0 0 -0.500 1 0 1 1982 0 0 0 NA  0 0 0.000 0.000000
"463/0582" "077/0866" 0 0 0 0 -0.500 0 0 2 1982 0 0 0 NA NA 0 0.000 0.000000
"463/0680" "077/0938" 0 0 0 0 -0.500 1 0 6 1982 0 0 0 NA  1 0 0.000 0.000000
"463/0713" "077/0961" 0 0 0 0 -0.500 1 0 2 1982 0 0 0  0 NA 0 0.000 0.000000
"463/0745" "077/0987" 0 0 0 0 -0.500 1 0 1 1982 0 0 0  1 NA 0 0.000 0.000000
"463/0765" "077/1003" 0 0 0 0 -0.500 1 0 1 1982 0 0 0  1 NA 0 0.000 0.000000
"463/0783" "077/1019" 0 0 0 0 -0.500 1 0 3 1982 0 0 0  1 NA 0 0.000 0.000000
"463/0825" "077/1049" 0 0 0 0 -0.500 1 0 2 1982 0 0 0 NA NA 0 0.000 0.000000
"463/0880" "077/1090" 0 0 0 0 -0.500 0 0 1 1982 1 0 0 NA NA 0 0.000 0.000000
"463/0939" "077/1134" 0 0 0 0 -0.500 0 0 1 1982 0 0 0 NA NA 0 0.000 0.000000
"463/0992" "077/1171" 0 0 0 0 -0.500 1 0 1 1982 0 0 0 NA NA 0 0.000 0.000000
"463/1032" "077/1201" 0 0 0 0 -0.500 1 0 1 1982 0 0 0 NA NA 0 0.000 0.000000
"464/0016" "078/0017" 0 0 0 0 -0.500 0 0 1 1983 0 0 0 NA  1 0 0.000 0.000000
"464/0183" "078/0401" 0 0 0 0 -0.500 1 0 2 1983 0 0 0 NA  1 0 0.000 0.000000
"464/0287" "078/0477" 1 0 0 0 -0.500 1 0 1 1983 0 0 0 NA NA 0 0.000 0.000000
"464/0408" "078/0567" 0 0 0 0 -0.500 1 0 1 1983 0 0 0 NA  1 0 0.000 0.000000
"464/0501" "078/0629" 1 0 0 0 -0.500 0 0 3 1983 1 0 0 NA NA 0 0.000 0.000000
"464/0548" "078/0663" 0 0 0 0 -0.500 1 0 1 1983 0 0 0 NA NA 0 0.000 0.000000
"465/0037" "079/0029" 0 0 0 0 -0.500 1 0 1 1983 1 0 0 NA NA 0 0.000 0.000000
"465/0075" "079/0056" 1 0 0 0 -0.500 0 0 2 1983 0 0 0 NA NA 0 0.000 0.000000
"465/0168" "079/0122" 0 0 0 0 -0.500 1 0 1 1983 0 0 0 NA NA 0 0.000 0.000000
"465/0208" "079/0249" 1 0 0 0 -0.500 0 0 2 1983 0 0 0 NA NA 0 0.000 0.000000
"465/0236" "079/0271" 1 0 0 0 -0.500 0 0 2 1983 0 0 0  1 NA 0 0.000 0.000000
"465/0271" "079/0299" 0 0 0 0 -0.500 1 0 3 1983 0 0 0 NA NA 0 0.000 0.000000
"465/0354" "079/0361" 0 0 0 0 -0.500 1 0 1 1983 0 0 0 NA  1 0 0.000 0.000000
"465/0420" "079/0409" 0 0 0 0 -0.500 1 0 1 1983 0 0 0  1 NA 0 0.000 0.000000
"465/0463" "079/0443" 1 0 0 0 -0.500 1 0 2 1983 0 0 0  1 NA 0 0.000 0.000000
"465/0555" "079/0516" 0 0 0 0 -0.500 0 0 2 1983 1 0 0 NA  1 0 0.000 0.000000
"465/0605" "079/0552" 0 0 0 0 -0.500 1 0 1 1983 0 0 0 NA NA 0 0.000 0.000000
